file,class_name,present
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,no-boots,True
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,no-vest,False
anuragraj03__frame1378_jpg.rf.d4cb4f65371c852f10aefc75a6cbd2b7,person,False
anuragraj03__frame1378_jpg.rf.d4cb4f65371c852f10aefc75a6cbd2b7,helmet,False
anuragraj03__frame1378_jpg.rf.d4cb4f65371c852f10aefc75a6cbd2b7,gloves,False
anuragraj03__frame1378_jpg.rf.d4cb4f65371c852f10aefc75a6cbd2b7,boots,True
anuragraj03__frame1378_jpg.rf.d4cb4f65371c852f10aefc75a6cbd2b7,vest,False
anuragraj03__frame1378_jpg.rf.d4cb4f65371c852f10aefc75a6cbd2b7,no-helmet,False
anuragraj03__frame1378_jpg.rf.d4cb4f65371c852f10aefc75a6cbd2b7,no-gloves,False
anuragraj03__frame1378_jpg.rf.d4cb4f65371c852f10aefc75a6cbd2b7,no-boots,True
anuragraj03__frame1378_jpg.rf.d4cb4f65371c852f10aefc75a6cbd2b7,no-vest,False
anuragraj03__goggle8765118_jpg.rf.ceb29a57a09c3b2bca74df8da253a152,person,False
anuragraj03__goggle8765118_jpg.rf.ceb29a57a09c3b2bca74df8da253a152,helmet,False
anuragraj03__goggle8765118_jpg.rf.ceb29a57a09c3b2bca74df8da253a152,gloves,True
anuragraj03__goggle8765118_jpg.rf.ceb29a57a09c3b2bca74df8da253a152,boots,False
anuragraj03__goggle8765118_jpg.rf.ceb29a57a09c3b2bca74df8da253a152,vest,False
anuragraj03__goggle8765118_jpg.rf.ceb29a57a09c3b2bca74df8da253a152,no-helmet,False
anuragraj03__goggle8765118_jpg.rf.ceb29a57a09c3b2bca74df8da253a152,no-gloves,False
anuragraj03__goggle8765118_jpg.rf.ceb29a57a09c3b2bca74df8da253a152,no-boots,False
anuragraj03__goggle8765118_jpg.rf.ceb29a57a09c3b2bca74df8da253a152,no-vest,False
anuragraj03__goggle876532_jpg.rf.aa878cdabb99512810945412ceefe175,person,False
anuragraj03__goggle876532_jpg.rf.aa878cdabb99512810945412ceefe175,helmet,False
anuragraj03__goggle876532_jpg.rf.aa878cdabb99512810945412ceefe175,gloves,True
anuragraj03__goggle876532_jpg.rf.aa878cdabb99512810945412ceefe175,boots,False
anuragraj03__goggle876532_jpg.rf.aa878cdabb99512810945412ceefe175,vest,False
anuragraj03__goggle876532_jpg.rf.aa878cdabb99512810945412ceefe175,no-helmet,False
anuragraj03__goggle876532_jpg.rf.aa878cdabb99512810945412ceefe175,no-gloves,True
anuragraj03__goggle876532_jpg.rf.aa878cdabb99512810945412ceefe175,no-boots,False
anuragraj03__goggle876532_jpg.rf.aa878cdabb99512810945412ceefe175,no-vest,False
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,person,False
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,helmet,False
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,gloves,True
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,boots,False
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,vest,False
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,no-helmet,False
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,no-gloves,True
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,no-boots,False
anuragraj03__goggle876594_jpg.rf.7cdb8fa8021a9d08762783629f1b6181,no-vest,False
anuragraj03__helmet9991161_jpg.rf.4b2964466c0c6794e91c90cc7e9cd6a0,person,False
anuragraj03__helmet9991161_jpg.rf.4b2964466c0c6794e91c90cc7e9cd6a0,helmet,False
anuragraj03__helmet9991161_jpg.rf.4b2964466c0c6794e91c90cc7e9cd6a0,gloves,False
anuragraj03__helmet9991161_jpg.rf.4b2964466c0c6794e91c90cc7e9cd6a0,boots,False
anuragraj03__helmet9991161_jpg.rf.4b2964466c0c6794e91c90cc7e9cd6a0,vest,False
anuragraj03__helmet9991161_jpg.rf.4b2964466c0c6794e91c90cc7e9cd6a0,no-helmet,True
anuragraj03__helmet9991161_jpg.rf.4b2964466c0c6794e91c90cc7e9cd6a0,no-gloves,False
anuragraj03__helmet9991161_jpg.rf.4b2964466c0c6794e91c90cc7e9cd6a0,no-boots,False
anuragraj03__helmet9991161_jpg.rf.4b2964466c0c6794e91c90cc7e9cd6a0,no-vest,False
anuragraj03__helmet9991193_jpg.rf.4cdfba3759bf492ac923cb04602633eb,person,False
anuragraj03__helmet9991193_jpg.rf.4cdfba3759bf492ac923cb04602633eb,helmet,False
anuragraj03__helmet9991193_jpg.rf.4cdfba3759bf492ac923cb04602633eb,gloves,False
anuragraj03__helmet9991193_jpg.rf.4cdfba3759bf492ac923cb04602633eb,boots,False
anuragraj03__helmet9991193_jpg.rf.4cdfba3759bf492ac923cb04602633eb,vest,False
anuragraj03__helmet9991193_jpg.rf.4cdfba3759bf492ac923cb04602633eb,no-helmet,True
anuragraj03__helmet9991193_jpg.rf.4cdfba3759bf492ac923cb04602633eb,no-gloves,False
anuragraj03__helmet9991193_jpg.rf.4cdfba3759bf492ac923cb04602633eb,no-boots,False
anuragraj03__helmet9991193_jpg.rf.4cdfba3759bf492ac923cb04602633eb,no-vest,False
anuragraj03__helmet999896_jpg.rf.9d8872b7d083bdd16edb2bd45213f070,person,False
anuragraj03__helmet999896_jpg.rf.9d8872b7d083bdd16edb2bd45213f070,helmet,True
anuragraj03__helmet999896_jpg.rf.9d8872b7d083bdd16edb2bd45213f070,gloves,False
anuragraj03__helmet999896_jpg.rf.9d8872b7d083bdd16edb2bd45213f070,boots,False
anuragraj03__helmet999896_jpg.rf.9d8872b7d083bdd16edb2bd45213f070,vest,False
anuragraj03__helmet999896_jpg.rf.9d8872b7d083bdd16edb2bd45213f070,no-helmet,True
anuragraj03__helmet999896_jpg.rf.9d8872b7d083bdd16edb2bd45213f070,no-gloves,False
anuragraj03__helmet999896_jpg.rf.9d8872b7d083bdd16edb2bd45213f070,no-boots,False
anuragraj03__helmet999896_jpg.rf.9d8872b7d083bdd16edb2bd45213f070,no-vest,False
anuragraj03__img259_jpg.rf.bb7e895479eec7e33ed7cb887887e6ec,person,False
anuragraj03__img259_jpg.rf.bb7e895479eec7e33ed7cb887887e6ec,helmet,False
anuragraj03__img259_jpg.rf.bb7e895479eec7e33ed7cb887887e6ec,gloves,True
anuragraj03__img259_jpg.rf.bb7e895479eec7e33ed7cb887887e6ec,boots,False
anuragraj03__img259_jpg.rf.bb7e895479eec7e33ed7cb887887e6ec,vest,False
anuragraj03__img259_jpg.rf.bb7e895479eec7e33ed7cb887887e6ec,no-helmet,False
anuragraj03__img259_jpg.rf.bb7e895479eec7e33ed7cb887887e6ec,no-gloves,True
anuragraj03__img259_jpg.rf.bb7e895479eec7e33ed7cb887887e6ec,no-boots,False
anuragraj03__img259_jpg.rf.bb7e895479eec7e33ed7cb887887e6ec,no-vest,False
anuragraj03__img354_jpg.rf.9af754ead43961cb3d91685094cf6e1c,person,False
anuragraj03__img354_jpg.rf.9af754ead43961cb3d91685094cf6e1c,helmet,False
anuragraj03__img354_jpg.rf.9af754ead43961cb3d91685094cf6e1c,gloves,False
anuragraj03__img354_jpg.rf.9af754ead43961cb3d91685094cf6e1c,boots,False
anuragraj03__img354_jpg.rf.9af754ead43961cb3d91685094cf6e1c,vest,False
anuragraj03__img354_jpg.rf.9af754ead43961cb3d91685094cf6e1c,no-helmet,False
anuragraj03__img354_jpg.rf.9af754ead43961cb3d91685094cf6e1c,no-gloves,True
anuragraj03__img354_jpg.rf.9af754ead43961cb3d91685094cf6e1c,no-boots,False
anuragraj03__img354_jpg.rf.9af754ead43961cb3d91685094cf6e1c,no-vest,False
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,person,False
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,helmet,False
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,gloves,True
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,boots,False
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,vest,False
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,no-helmet,False
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,no-gloves,True
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,no-boots,False
anuragraj03__img67_jpg.rf.84f4441aea49b0f852b55f49ee4e3712,no-vest,False
anuragraj03__nglov33_jpg.rf.eb73797698daaacf586f64783d4d41d9,person,False
anuragraj03__nglov33_jpg.rf.eb73797698daaacf586f64783d4d41d9,helmet,False
anuragraj03__nglov33_jpg.rf.eb73797698daaacf586f64783d4d41d9,gloves,False
anuragraj03__nglov33_jpg.rf.eb73797698daaacf586f64783d4d41d9,boots,False
anuragraj03__nglov33_jpg.rf.eb73797698daaacf586f64783d4d41d9,vest,False
anuragraj03__nglov33_jpg.rf.eb73797698daaacf586f64783d4d41d9,no-helmet,False
anuragraj03__nglov33_jpg.rf.eb73797698daaacf586f64783d4d41d9,no-gloves,True
anuragraj03__nglov33_jpg.rf.eb73797698daaacf586f64783d4d41d9,no-boots,False
anuragraj03__nglov33_jpg.rf.eb73797698daaacf586f64783d4d41d9,no-vest,False
anuragraj03__nglov70_jpg.rf.fb0157072cdc2d3e40c6cb2440b5f5b2,person,False
anuragraj03__nglov70_jpg.rf.fb0157072cdc2d3e40c6cb2440b5f5b2,helmet,False
anuragraj03__nglov70_jpg.rf.fb0157072cdc2d3e40c6cb2440b5f5b2,gloves,True
anuragraj03__nglov70_jpg.rf.fb0157072cdc2d3e40c6cb2440b5f5b2,boots,False
anuragraj03__nglov70_jpg.rf.fb0157072cdc2d3e40c6cb2440b5f5b2,vest,False
anuragraj03__nglov70_jpg.rf.fb0157072cdc2d3e40c6cb2440b5f5b2,no-helmet,False
anuragraj03__nglov70_jpg.rf.fb0157072cdc2d3e40c6cb2440b5f5b2,no-gloves,True
anuragraj03__nglov70_jpg.rf.fb0157072cdc2d3e40c6cb2440b5f5b2,no-boots,False
anuragraj03__nglov70_jpg.rf.fb0157072cdc2d3e40c6cb2440b5f5b2,no-vest,False
anuragraj03__nglovpp3102_jpg.rf.3470f1d4ac46286ab9fd6b257d10c762,person,False
anuragraj03__nglovpp3102_jpg.rf.3470f1d4ac46286ab9fd6b257d10c762,helmet,False
anuragraj03__nglovpp3102_jpg.rf.3470f1d4ac46286ab9fd6b257d10c762,gloves,False
anuragraj03__nglovpp3102_jpg.rf.3470f1d4ac46286ab9fd6b257d10c762,boots,False
anuragraj03__nglovpp3102_jpg.rf.3470f1d4ac46286ab9fd6b257d10c762,vest,False
anuragraj03__nglovpp3102_jpg.rf.3470f1d4ac46286ab9fd6b257d10c762,no-helmet,False
anuragraj03__nglovpp3102_jpg.rf.3470f1d4ac46286ab9fd6b257d10c762,no-gloves,True
anuragraj03__nglovpp3102_jpg.rf.3470f1d4ac46286ab9fd6b257d10c762,no-boots,False
anuragraj03__nglovpp3102_jpg.rf.3470f1d4ac46286ab9fd6b257d10c762,no-vest,False
anuragraj03__p11328_jpg.rf.4a3545e3f5325ed8a29c015c600beefb,person,False
anuragraj03__p11328_jpg.rf.4a3545e3f5325ed8a29c015c600beefb,helmet,False
anuragraj03__p11328_jpg.rf.4a3545e3f5325ed8a29c015c600beefb,gloves,False
anuragraj03__p11328_jpg.rf.4a3545e3f5325ed8a29c015c600beefb,boots,False
anuragraj03__p11328_jpg.rf.4a3545e3f5325ed8a29c015c600beefb,vest,False
anuragraj03__p11328_jpg.rf.4a3545e3f5325ed8a29c015c600beefb,no-helmet,True
anuragraj03__p11328_jpg.rf.4a3545e3f5325ed8a29c015c600beefb,no-gloves,False
anuragraj03__p11328_jpg.rf.4a3545e3f5325ed8a29c015c600beefb,no-boots,False
anuragraj03__p11328_jpg.rf.4a3545e3f5325ed8a29c015c600beefb,no-vest,False
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,person,False
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,helmet,False
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,gloves,False
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,boots,False
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,vest,False
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,no-helmet,True
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,no-gloves,False
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,no-boots,False
anuragraj03__p11333_jpg.rf.9aebb6a91b961b5c43f3ef1131f7df83,no-vest,False
anuragraj03__p651347_jpg.rf.80a412ace94a2682a2a9d7a9715ad5c9,person,False
anuragraj03__p651347_jpg.rf.80a412ace94a2682a2a9d7a9715ad5c9,helmet,True
anuragraj03__p651347_jpg.rf.80a412ace94a2682a2a9d7a9715ad5c9,gloves,False
anuragraj03__p651347_jpg.rf.80a412ace94a2682a2a9d7a9715ad5c9,boots,False
anuragraj03__p651347_jpg.rf.80a412ace94a2682a2a9d7a9715ad5c9,vest,False
anuragraj03__p651347_jpg.rf.80a412ace94a2682a2a9d7a9715ad5c9,no-helmet,False
anuragraj03__p651347_jpg.rf.80a412ace94a2682a2a9d7a9715ad5c9,no-gloves,False
anuragraj03__p651347_jpg.rf.80a412ace94a2682a2a9d7a9715ad5c9,no-boots,False
anuragraj03__p651347_jpg.rf.80a412ace94a2682a2a9d7a9715ad5c9,no-vest,False
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,person,False
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,helmet,True
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,gloves,False
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,boots,False
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,vest,False
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,no-helmet,False
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,no-gloves,False
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,no-boots,False
anuragraj03__p65213137_jpg.rf.4ecc082cbb321021146d7e2cd25bab2a,no-vest,False
ketakichalke-boots__image1007,person,True
ketakichalke-boots__image1007,helmet,True
ketakichalke-boots__image1007,gloves,True
ketakichalke-boots__image1007,boots,True
ketakichalke-boots__image1007,vest,True
ketakichalke-boots__image1007,no-helmet,False
ketakichalke-boots__image1007,no-gloves,False
ketakichalke-boots__image1007,no-boots,False
ketakichalke-boots__image1007,no-vest,False
ketakichalke-boots__image1072,person,True
ketakichalke-boots__image1072,helmet,True
ketakichalke-boots__image1072,gloves,True
ketakichalke-boots__image1072,boots,True
ketakichalke-boots__image1072,vest,True
ketakichalke-boots__image1072,no-helmet,False
ketakichalke-boots__image1072,no-gloves,False
ketakichalke-boots__image1072,no-boots,False
ketakichalke-boots__image1072,no-vest,False
ketakichalke-boots__image116,person,True
ketakichalke-boots__image116,helmet,True
ketakichalke-boots__image116,gloves,True
ketakichalke-boots__image116,boots,False
ketakichalke-boots__image116,vest,True
ketakichalke-boots__image116,no-helmet,False
ketakichalke-boots__image116,no-gloves,False
ketakichalke-boots__image116,no-boots,False
ketakichalke-boots__image116,no-vest,False
ketakichalke-boots__image126,person,True
ketakichalke-boots__image126,helmet,True
ketakichalke-boots__image126,gloves,True
ketakichalke-boots__image126,boots,True
ketakichalke-boots__image126,vest,True
ketakichalke-boots__image126,no-helmet,False
ketakichalke-boots__image126,no-gloves,False
ketakichalke-boots__image126,no-boots,False
ketakichalke-boots__image126,no-vest,False
ketakichalke-boots__image1371,person,True
ketakichalke-boots__image1371,helmet,False
ketakichalke-boots__image1371,gloves,False
ketakichalke-boots__image1371,boots,False
ketakichalke-boots__image1371,vest,False
ketakichalke-boots__image1371,no-helmet,True
ketakichalke-boots__image1371,no-gloves,True
ketakichalke-boots__image1371,no-boots,False
ketakichalke-boots__image1371,no-vest,False
ketakichalke-boots__image177,person,True
ketakichalke-boots__image177,helmet,True
ketakichalke-boots__image177,gloves,False
ketakichalke-boots__image177,boots,False
ketakichalke-boots__image177,vest,True
ketakichalke-boots__image177,no-helmet,False
ketakichalke-boots__image177,no-gloves,False
ketakichalke-boots__image177,no-boots,False
ketakichalke-boots__image177,no-vest,False
ketakichalke-boots__image309,person,True
ketakichalke-boots__image309,helmet,True
ketakichalke-boots__image309,gloves,False
ketakichalke-boots__image309,boots,False
ketakichalke-boots__image309,vest,False
ketakichalke-boots__image309,no-helmet,False
ketakichalke-boots__image309,no-gloves,False
ketakichalke-boots__image309,no-boots,False
ketakichalke-boots__image309,no-vest,False
ketakichalke-boots__image36,person,True
ketakichalke-boots__image36,helmet,True
ketakichalke-boots__image36,gloves,True
ketakichalke-boots__image36,boots,False
ketakichalke-boots__image36,vest,True
ketakichalke-boots__image36,no-helmet,False
ketakichalke-boots__image36,no-gloves,False
ketakichalke-boots__image36,no-boots,False
ketakichalke-boots__image36,no-vest,False
ketakichalke-boots__image42,person,True
ketakichalke-boots__image42,helmet,True
ketakichalke-boots__image42,gloves,True
ketakichalke-boots__image42,boots,True
ketakichalke-boots__image42,vest,True
ketakichalke-boots__image42,no-helmet,False
ketakichalke-boots__image42,no-gloves,False
ketakichalke-boots__image42,no-boots,False
ketakichalke-boots__image42,no-vest,False
ketakichalke-boots__image424,person,True
ketakichalke-boots__image424,helmet,True
ketakichalke-boots__image424,gloves,True
ketakichalke-boots__image424,boots,True
ketakichalke-boots__image424,vest,True
ketakichalke-boots__image424,no-helmet,False
ketakichalke-boots__image424,no-gloves,False
ketakichalke-boots__image424,no-boots,False
ketakichalke-boots__image424,no-vest,False
ketakichalke-boots__image443,person,True
ketakichalke-boots__image443,helmet,True
ketakichalke-boots__image443,gloves,True
ketakichalke-boots__image443,boots,True
ketakichalke-boots__image443,vest,True
ketakichalke-boots__image443,no-helmet,False
ketakichalke-boots__image443,no-gloves,False
ketakichalke-boots__image443,no-boots,False
ketakichalke-boots__image443,no-vest,False
ketakichalke-boots__image564,person,True
ketakichalke-boots__image564,helmet,True
ketakichalke-boots__image564,gloves,False
ketakichalke-boots__image564,boots,False
ketakichalke-boots__image564,vest,True
ketakichalke-boots__image564,no-helmet,False
ketakichalke-boots__image564,no-gloves,False
ketakichalke-boots__image564,no-boots,False
ketakichalke-boots__image564,no-vest,False
ketakichalke-boots__image725,person,True
ketakichalke-boots__image725,helmet,True
ketakichalke-boots__image725,gloves,True
ketakichalke-boots__image725,boots,True
ketakichalke-boots__image725,vest,True
ketakichalke-boots__image725,no-helmet,False
ketakichalke-boots__image725,no-gloves,False
ketakichalke-boots__image725,no-boots,False
ketakichalke-boots__image725,no-vest,False
ketakichalke-boots__image789,person,True
ketakichalke-boots__image789,helmet,True
ketakichalke-boots__image789,gloves,False
ketakichalke-boots__image789,boots,True
ketakichalke-boots__image789,vest,True
ketakichalke-boots__image789,no-helmet,False
ketakichalke-boots__image789,no-gloves,False
ketakichalke-boots__image789,no-boots,False
ketakichalke-boots__image789,no-vest,False
ketakichalke-boots__image901,person,True
ketakichalke-boots__image901,helmet,True
ketakichalke-boots__image901,gloves,True
ketakichalke-boots__image901,boots,True
ketakichalke-boots__image901,vest,True
ketakichalke-boots__image901,no-helmet,False
ketakichalke-boots__image901,no-gloves,False
ketakichalke-boots__image901,no-boots,False
ketakichalke-boots__image901,no-vest,False
ketakichalke-boots__image904,person,True
ketakichalke-boots__image904,helmet,True
ketakichalke-boots__image904,gloves,True
ketakichalke-boots__image904,boots,True
ketakichalke-boots__image904,vest,True
ketakichalke-boots__image904,no-helmet,False
ketakichalke-boots__image904,no-gloves,False
ketakichalke-boots__image904,no-boots,False
ketakichalke-boots__image904,no-vest,False
ketakichalke-boots__image936,person,True
ketakichalke-boots__image936,helmet,True
ketakichalke-boots__image936,gloves,True
ketakichalke-boots__image936,boots,True
ketakichalke-boots__image936,vest,True
ketakichalke-boots__image936,no-helmet,False
ketakichalke-boots__image936,no-gloves,False
ketakichalke-boots__image936,no-boots,False
ketakichalke-boots__image936,no-vest,False
ketakichalke-boots__image97,person,True
ketakichalke-boots__image97,helmet,True
ketakichalke-boots__image97,gloves,True
ketakichalke-boots__image97,boots,True
ketakichalke-boots__image97,vest,True
ketakichalke-boots__image97,no-helmet,False
ketakichalke-boots__image97,no-gloves,False
ketakichalke-boots__image97,no-boots,False
ketakichalke-boots__image97,no-vest,False
snehilsanyal-main__000415_jpg.rf.63b7e0293fb53612fdb4695fa0debfb7,person,True
snehilsanyal-main__000415_jpg.rf.63b7e0293fb53612fdb4695fa0debfb7,helmet,True
snehilsanyal-main__000415_jpg.rf.63b7e0293fb53612fdb4695fa0debfb7,gloves,False
snehilsanyal-main__000415_jpg.rf.63b7e0293fb53612fdb4695fa0debfb7,boots,False
snehilsanyal-main__000415_jpg.rf.63b7e0293fb53612fdb4695fa0debfb7,vest,False
snehilsanyal-main__000415_jpg.rf.63b7e0293fb53612fdb4695fa0debfb7,no-helmet,False
snehilsanyal-main__000415_jpg.rf.63b7e0293fb53612fdb4695fa0debfb7,no-gloves,False
snehilsanyal-main__000415_jpg.rf.63b7e0293fb53612fdb4695fa0debfb7,no-boots,False
snehilsanyal-main__000415_jpg.rf.63b7e0293fb53612fdb4695fa0debfb7,no-vest,True
snehilsanyal-main__000415_jpg.rf.6b9ff926deef3b67d6cb46c8bd2b2366,person,True
snehilsanyal-main__000415_jpg.rf.6b9ff926deef3b67d6cb46c8bd2b2366,helmet,False
snehilsanyal-main__000415_jpg.rf.6b9ff926deef3b67d6cb46c8bd2b2366,gloves,False
snehilsanyal-main__000415_jpg.rf.6b9ff926deef3b67d6cb46c8bd2b2366,boots,False
snehilsanyal-main__000415_jpg.rf.6b9ff926deef3b67d6cb46c8bd2b2366,vest,False
snehilsanyal-main__000415_jpg.rf.6b9ff926deef3b67d6cb46c8bd2b2366,no-helmet,False
snehilsanyal-main__000415_jpg.rf.6b9ff926deef3b67d6cb46c8bd2b2366,no-gloves,False
snehilsanyal-main__000415_jpg.rf.6b9ff926deef3b67d6cb46c8bd2b2366,no-boots,False
snehilsanyal-main__000415_jpg.rf.6b9ff926deef3b67d6cb46c8bd2b2366,no-vest,True
snehilsanyal-main__006012_jpg.rf.2300bacf07c885b49cd596a85e5adda3,person,True
snehilsanyal-main__006012_jpg.rf.2300bacf07c885b49cd596a85e5adda3,helmet,False
snehilsanyal-main__006012_jpg.rf.2300bacf07c885b49cd596a85e5adda3,gloves,False
snehilsanyal-main__006012_jpg.rf.2300bacf07c885b49cd596a85e5adda3,boots,False
snehilsanyal-main__006012_jpg.rf.2300bacf07c885b49cd596a85e5adda3,vest,False
snehilsanyal-main__006012_jpg.rf.2300bacf07c885b49cd596a85e5adda3,no-helmet,True
snehilsanyal-main__006012_jpg.rf.2300bacf07c885b49cd596a85e5adda3,no-gloves,False
snehilsanyal-main__006012_jpg.rf.2300bacf07c885b49cd596a85e5adda3,no-boots,False
snehilsanyal-main__006012_jpg.rf.2300bacf07c885b49cd596a85e5adda3,no-vest,True
snehilsanyal-main__135e-huxwryw6451820_jpg.rf.ee9ca43c493a451ed87dcea9c7b3e0c6,person,True
snehilsanyal-main__135e-huxwryw6451820_jpg.rf.ee9ca43c493a451ed87dcea9c7b3e0c6,helmet,False
snehilsanyal-main__135e-huxwryw6451820_jpg.rf.ee9ca43c493a451ed87dcea9c7b3e0c6,gloves,False
snehilsanyal-main__135e-huxwryw6451820_jpg.rf.ee9ca43c493a451ed87dcea9c7b3e0c6,boots,False
snehilsanyal-main__135e-huxwryw6451820_jpg.rf.ee9ca43c493a451ed87dcea9c7b3e0c6,vest,False
snehilsanyal-main__135e-huxwryw6451820_jpg.rf.ee9ca43c493a451ed87dcea9c7b3e0c6,no-helmet,False
snehilsanyal-main__135e-huxwryw6451820_jpg.rf.ee9ca43c493a451ed87dcea9c7b3e0c6,no-gloves,False
snehilsanyal-main__135e-huxwryw6451820_jpg.rf.ee9ca43c493a451ed87dcea9c7b3e0c6,no-boots,False
snehilsanyal-main__135e-huxwryw6451820_jpg.rf.ee9ca43c493a451ed87dcea9c7b3e0c6,no-vest,True
snehilsanyal-main__2008_008526_jpg.rf.b9241d674aac7899827bcc5db9486bdc,person,True
snehilsanyal-main__2008_008526_jpg.rf.b9241d674aac7899827bcc5db9486bdc,helmet,False
snehilsanyal-main__2008_008526_jpg.rf.b9241d674aac7899827bcc5db9486bdc,gloves,False
snehilsanyal-main__2008_008526_jpg.rf.b9241d674aac7899827bcc5db9486bdc,boots,False
snehilsanyal-main__2008_008526_jpg.rf.b9241d674aac7899827bcc5db9486bdc,vest,False
snehilsanyal-main__2008_008526_jpg.rf.b9241d674aac7899827bcc5db9486bdc,no-helmet,True
snehilsanyal-main__2008_008526_jpg.rf.b9241d674aac7899827bcc5db9486bdc,no-gloves,False
snehilsanyal-main__2008_008526_jpg.rf.b9241d674aac7899827bcc5db9486bdc,no-boots,False
snehilsanyal-main__2008_008526_jpg.rf.b9241d674aac7899827bcc5db9486bdc,no-vest,True
snehilsanyal-main__IMG_0871_mp4-24_jpg.rf.f9e7803a7755260449de41f00a63c0a0,person,True
snehilsanyal-main__IMG_0871_mp4-24_jpg.rf.f9e7803a7755260449de41f00a63c0a0,helmet,False
snehilsanyal-main__IMG_0871_mp4-24_jpg.rf.f9e7803a7755260449de41f00a63c0a0,gloves,False
snehilsanyal-main__IMG_0871_mp4-24_jpg.rf.f9e7803a7755260449de41f00a63c0a0,boots,False
snehilsanyal-main__IMG_0871_mp4-24_jpg.rf.f9e7803a7755260449de41f00a63c0a0,vest,False
snehilsanyal-main__IMG_0871_mp4-24_jpg.rf.f9e7803a7755260449de41f00a63c0a0,no-helmet,True
snehilsanyal-main__IMG_0871_mp4-24_jpg.rf.f9e7803a7755260449de41f00a63c0a0,no-gloves,False
snehilsanyal-main__IMG_0871_mp4-24_jpg.rf.f9e7803a7755260449de41f00a63c0a0,no-boots,False
snehilsanyal-main__IMG_0871_mp4-24_jpg.rf.f9e7803a7755260449de41f00a63c0a0,no-vest,True
snehilsanyal-main__IMG_5024_mp4-2_jpg.rf.f14476eee4096607def4cd1f1883ca5d,person,True
snehilsanyal-main__IMG_5024_mp4-2_jpg.rf.f14476eee4096607def4cd1f1883ca5d,helmet,False
snehilsanyal-main__IMG_5024_mp4-2_jpg.rf.f14476eee4096607def4cd1f1883ca5d,gloves,False
snehilsanyal-main__IMG_5024_mp4-2_jpg.rf.f14476eee4096607def4cd1f1883ca5d,boots,False
snehilsanyal-main__IMG_5024_mp4-2_jpg.rf.f14476eee4096607def4cd1f1883ca5d,vest,True
snehilsanyal-main__IMG_5024_mp4-2_jpg.rf.f14476eee4096607def4cd1f1883ca5d,no-helmet,True
snehilsanyal-main__IMG_5024_mp4-2_jpg.rf.f14476eee4096607def4cd1f1883ca5d,no-gloves,False
snehilsanyal-main__IMG_5024_mp4-2_jpg.rf.f14476eee4096607def4cd1f1883ca5d,no-boots,False
snehilsanyal-main__IMG_5024_mp4-2_jpg.rf.f14476eee4096607def4cd1f1883ca5d,no-vest,False
